id,idk_ratio,idk_count,valid_ratio,valid_count,non_match_count,match_ratio,response_count,match_count,anagram_x,correct,valid,response1,response2,response3,response4,response5,response6,response7,response8,response9
305,0.0,0,1.0,4,0,1.0,4,4,snsee,sense,"['essen', 'sense']",sense,sense,sense,sense,,,,,
306,0.2,1,0.8,4,1,0.8,5,4,gorwht,growth,['growth'],growth,growth,idk,growth,growth,,,,
307,0.0,0,1.0,4,0,1.0,4,4,einc,nice,['nice'],nice,nice,nice,nice,,,,,
308,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,lpira,april,"['pilar', 'april']",april,idk,april,,,,,,
309,0.0,0,1.0,4,0,1.0,4,4,mvigno,moving,['moving'],moving,moving,moving,moving,,,,,
31,0.0,0,0.42857142857142855,3,4,0.42857142857142855,7,3,rvoe,over,['over'],over,over,over,rove,vero,rove,rove,,
310,0.0,0,1.0,6,0,1.0,6,6,atsp,past,"['past', 'spat', 'taps']",past,past,past,past,past,past,,,
311,0.0,0,1.0,4,0,1.0,4,4,tvene,event,['event'],event,event,event,event,,,,,
312,0.0,0,1.0,4,0,1.0,4,4,ghreac,charge,['charge'],charge,charge,charge,charge,,,,,
313,0.0,0,1.0,4,0,1.0,4,4,ieda,idea,"['aide', 'idea']",idea,idea,idea,idea,,,,,
314,0.2,1,0.8,4,2,0.6,5,3,earkb,break,"['baker', 'break', 'brake']",break,break,idk,brake,break,,,,
315,0.5,2,0.5,2,2,0.5,4,2,ghiwet,weight,['weight'],weight,weight,idk,idk,,,,,
316,0.0,0,1.0,5,0,1.0,5,5,oemv,move,['move'],move,move,move,move,move,,,,
317,0.0,0,1.0,4,0,1.0,4,4,uessg,guess,['guess'],guess,guess,guess,guess,,,,,
318,0.0,0,1.0,4,0,1.0,4,4,etffec,effect,['effect'],effect,effect,effect,effect,,,,,
319,0.0,0,1.0,4,0,1.0,4,4,iwta,wait,['wait'],wait,wait,wait,wait,,,,,
32,0.0,0,1.0,5,0,1.0,5,5,eevnr,never,"['verne', 'never', 'nerve']",never,never,never,never,never,,,,
320,0.0,0,1.0,4,0,1.0,4,4,enrla,learn,['learn'],learn,learn,learn,learn,,,,,
321,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,tarece,create,"['cerate', 'create', 'ecarte']",create,idk,create,,,,,,
322,0.0,0,0.8,4,1,0.8,5,4,atle,late,"['tael', 'teal', 'late']",late,tale,late,late,late,,,,
323,0.25,1,0.75,3,1,0.75,4,3,eoanl,alone,['alone'],alone,alone,idk,alone,,,,,
324,0.0,0,1.0,4,0,1.0,4,4,uobdle,double,['double'],double,double,double,double,,,,,
325,0.0,0,1.0,3,0,1.0,3,3,taad,data,['data'],data,data,data,,,,,,
326,0.0,0,1.0,4,3,0.25,4,1,whtor,worth,"['throw', 'worth']",throw,worth,throw,throw,,,,,
327,0.4,2,0.6,3,2,0.6,5,3,rnlmao,normal,"['molnar', 'normal']",idk,normal,idk,normal,normal,,,,
328,0.0,0,1.0,4,0,1.0,4,4,atsy,stay,['stay'],stay,stay,stay,stay,,,,,
329,0.0,0,1.0,5,0,1.0,5,5,spser,press,['press'],press,press,press,press,press,,,,
33,0.2,1,0.8,4,1,0.8,5,4,eubmrn,number,['number'],idk,number,number,number,number,,,,
330,0.0,0,0.75,3,1,0.75,4,3,indlsa,island,['island'],island,island,island,islands,,,,,
331,0.0,0,1.0,4,0,1.0,4,4,oons,soon,['soon'],soon,soon,soon,soon,,,,,
332,0.25,1,0.75,3,1,0.75,4,3,ahdsn,hands,['hands'],hands,hands,idk,hands,,,,,
333,0.2,1,0.0,0,5,0.0,5,0,eecptx,expect,['expect'],except,except,idk,except,except,,,,
334,0.0,0,0.75,3,2,0.5,4,2,nrtu,turn,"['runt', 'turn']",turn,tun,runt,turn,,,,,
335,0.0,0,1.0,4,0,1.0,4,4,vomie,movie,['movie'],movie,movie,movie,movie,,,,,
336,0.0,0,1.0,4,0,1.0,4,4,mlefea,female,['female'],female,female,female,female,,,,,
337,0.0,0,0.8,4,2,0.6,5,3,ldea,deal,"['dale', 'deal', 'lead', 'leda']",deal,idea,deal,deal,lead,,,,
338,0.0,0,1.0,5,0,1.0,5,5,douns,sound,['sound'],sound,sound,sound,sound,sound,,,,
339,0.16666666666666666,1,0.8333333333333334,5,2,0.6666666666666666,6,4,ceditr,credit,"['credit', 'direct']",credit,direct,credit,idk,credit,credit,,,
34,0.0,0,1.0,6,0,1.0,6,6,ekma,make,['make'],make,make,make,make,make,make,,,
340,0.0,0,1.0,5,0,1.0,5,5,orfm,form,['form'],form,form,form,form,form,,,,
341,0.0,0,1.0,4,0,1.0,4,4,lvaeu,value,"['uveal', 'value']",value,value,value,value,,,,,
342,0.4,2,0.6,3,2,0.6,5,3,vetalr,travel,['travel'],idk,travel,idk,travel,travel,,,,
343,0.0,0,0.8,4,1,0.8,5,4,iref,fire,['fire'],fire,fire,rife,fire,fire,,,,
344,0.0,0,1.0,6,0,1.0,6,6,ourdn,round,['round'],round,round,round,round,round,round,,,
345,0.3333333333333333,1,0.6666666666666666,2,3,0.0,3,0,gornei,region,"['region', 'origen', 'ignore']",ignore,idk,ignore,,,,,,
346,0.0,0,0.8,4,1,0.8,5,4,aeys,easy,"['eyas', 'easy']",yeas,easy,easy,easy,easy,,,,
347,0.0,0,1.0,4,0,1.0,4,4,dsnta,stand,['stand'],stand,stand,stand,stand,,,,,
348,0.25,1,0.75,3,1,0.75,4,3,umniet,minute,"['minuet', 'minute']",minute,minute,idk,minute,,,,,
349,0.0,0,1.0,4,1,0.75,4,3,aern,near,"['near', 'earn']",near,near,earn,near,,,,,
35,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,ldowr,world,['world'],idk,world,world,world,world,world,,,
350,0.0,0,1.0,5,0,1.0,5,5,tfsuf,stuff,['stuff'],stuff,stuff,stuff,stuff,stuff,,,,
351,0.5,2,0.5,2,2,0.5,4,2,ebodny,beyond,['beyond'],idk,idk,beyond,beyond,,,,,
352,0.0,0,0.6666666666666666,2,2,0.3333333333333333,3,1,setw,west,"['stew', 'west']",wets,stew,west,,,,,,
353,0.0,0,1.0,4,0,1.0,4,4,egrne,green,"['green', 'genre']",green,green,green,green,,,,,
354,0.25,1,0.5,2,2,0.5,4,2,anurte,nature,['nature'],return,nature,idk,nature,,,,,
355,0.0,0,0.75,3,1,0.75,4,3,lnap,plan,['plan'],plan,plan,plan,plam,,,,,
356,0.0,0,0.5,2,2,0.5,4,2,vreid,drive,"['verdi', 'drive', 'diver']",drive,dive,drive,siver,,,,,
357,0.0,0,0.4,2,3,0.4,5,2,ptdose,posted,['posted'],despot,dose,posted,depots,posted,,,,
358,0.0,0,1.0,4,4,0.0,4,0,slti,list,"['silt', 'list', 'slit']",slit,slit,slit,slit,,,,,
359,0.0,0,1.0,5,0,1.0,5,5,leomd,model,['model'],model,model,model,model,model,,,,
36,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,lpcuib,public,['public'],public,public,idk,public,public,public,,,
360,0.0,0,1.0,3,0,1.0,3,3,afsyte,safety,['safety'],safety,safety,safety,,,,,,
361,0.0,0,1.0,5,0,1.0,5,5,ytpe,type,['type'],type,type,type,type,type,,,,
362,0.0,0,1.0,4,0,1.0,4,4,ctmha,match,['match'],match,match,match,match,,,,,
363,0.5,2,0.5,2,2,0.5,4,2,naaacd,canada,['canada'],canada,canada,idk,idk,,,,,
364,0.0,0,1.0,5,0,1.0,5,5,etme,meet,"['teem', 'meet']",meet,meet,meet,meet,meet,,,,
365,0.0,0,1.0,4,4,0.0,4,0,rtuts,trust,"['trust', 'strut']",strut,strut,strut,strut,,,,,
366,0.6,3,0.2,1,4,0.2,5,1,onciem,income,['income'],idk,idk,income,idk,incom,,,,
367,0.0,0,0.6,3,2,0.6,5,3,osgn,song,"['snog', 'song']",son,nogs,song,song,song,,,,
368,0.0,0,0.6,3,2,0.6,5,3,etdra,trade,"['tread', 'trade']",rated,trade,trade,trade,rated,,,,
369,0.0,0,1.0,4,0,1.0,4,4,seacrh,search,"['eschar', 'search', 'chaser']",search,search,search,search,,,,,
37,0.0,0,1.0,4,0,1.0,4,4,htne,then,['then'],then,then,then,then,,,,,
370,0.0,0,1.0,4,0,1.0,4,4,byba,baby,['baby'],baby,baby,baby,baby,,,,,
371,0.0,0,1.0,4,1,0.75,4,3,eanrg,range,"['anger', 'range']",range,range,range,anger,,,,,
372,0.25,1,0.25,1,3,0.25,4,1,ariydf,friday,['friday'],friday,fairy,idk,dairy,,,,,
373,0.0,0,1.0,4,0,1.0,4,4,wdor,word,['word'],word,word,word,word,,,,,
374,0.0,0,0.75,3,1,0.75,4,3,cheif,chief,['chief'],chief,chief,chief,cheif,,,,,
375,0.0,0,1.0,4,0,1.0,4,4,gbllao,global,['global'],global,global,global,global,,,,,
376,0.0,0,1.0,4,0,1.0,4,4,esfl,self,['self'],self,self,self,self,,,,,
377,0.25,1,0.75,3,1,0.75,4,3,ystle,style,['style'],idk,style,style,style,,,,,
378,0.25,1,0.75,3,3,0.25,4,1,anremg,german,"['engram', 'german', 'manger']",manger,german,idk,manger,,,,,
379,0.0,0,1.0,4,0,1.0,4,4,inam,main,['main'],main,main,main,main,,,,,
38,0.0,0,1.0,8,2,0.75,8,6,etarg,great,"['great', 'grate']",grate,great,great,grate,great,great,great,great,
380,0.0,0,1.0,4,0,1.0,4,4,owrel,lower,"['lower', 'rowel']",lower,lower,lower,lower,,,,,
381,0.0,0,1.0,5,0,1.0,5,5,tteerl,letter,['letter'],letter,letter,letter,letter,letter,,,,
382,0.0,0,1.0,5,0,1.0,5,5,edlh,held,['held'],held,held,held,held,held,,,,
383,0.0,0,1.0,5,1,0.8,5,4,easgt,stage,"['stage', 'gates']",stage,stage,stage,stage,gates,,,,
384,0.25,1,0.5,2,3,0.25,4,1,elaerd,leader,"['leader', 'dealer']",redeal,leader,idk,dealer,,,,,
385,0.0,0,1.0,4,0,1.0,4,4,daro,road,"['road', 'orad']",road,road,road,road,,,,,
386,0.25,1,0.75,3,4,0.0,4,0,cahin,china,"['chain', 'chian', 'china']",chain,chain,idk,chain,,,,,
387,0.25,1,0.75,3,3,0.25,4,1,sestir,sister,"['resist', 'sister']",sister,resist,idk,resist,,,,,
388,0.0,0,1.0,4,0,1.0,4,4,ntow,town,['town'],town,town,town,town,,,,,
389,0.0,0,1.0,4,0,1.0,4,4,lbodo,blood,['blood'],blood,blood,blood,blood,,,,,
39,0.6,3,0.4,2,3,0.4,5,2,tsmyes,system,['system'],idk,system,idk,system,idk,,,,
390,0.5,2,0.5,2,2,0.5,4,2,atrohu,author,['author'],idk,author,idk,author,,,,,
391,0.0,0,0.5,3,3,0.5,6,3,tocs,cost,"['scot', 'cost']",cots,cots,cots,cost,cost,cost,,,
392,0.0,0,1.0,4,0,1.0,4,4,etilt,title,['title'],title,title,title,title,,,,,
393,0.2,1,0.8,4,1,0.8,5,4,nunala,annual,['annual'],idk,annual,annual,annual,annual,,,,
394,0.0,0,1.0,4,0,1.0,4,4,einf,fine,['fine'],fine,fine,fine,fine,,,,,
395,0.25,1,0.75,3,1,0.75,4,3,onyje,enjoy,['enjoy'],enjoy,enjoy,idk,enjoy,,,,,
396,0.0,0,0.8,4,2,0.6,5,3,lbeatt,battle,"['tablet', 'battle']",tablet,battle,battle,battle,albeat,,,,
397,0.0,0,0.8,4,1,0.8,5,4,rset,rest,['rest'],rest,rest,ret,rest,rest,,,,
398,0.0,0,1.0,5,3,0.4,5,2,pusre,super,"['purse', 'sprue', 'super']",purse,purse,purse,super,super,,,,
399,0.25,1,0.75,3,1,0.75,4,3,deeger,degree,['degree'],degree,degree,idk,degree,,,,,
4,0.0,0,1.0,8,0,1.0,8,8,wlli,will,['will'],will,will,will,will,will,will,will,will,
40,0.0,0,1.0,6,0,1.0,6,6,bcak,back,['back'],back,back,back,back,back,back,,,
400,0.0,0,1.0,6,0,1.0,6,6,ertm,term,['term'],term,term,term,term,term,term,,,
401,0.0,0,1.0,3,0,1.0,3,3,legla,legal,['legal'],legal,legal,legal,,,,,,
402,0.2,1,0.8,4,1,0.8,5,4,enrcfa,france,['france'],france,france,idk,france,france,,,,
403,0.0,0,1.0,5,0,1.0,5,5,wfie,wife,['wife'],wife,wife,wife,wife,wife,,,,
404,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,innou,union,['union'],idk,union,union,,,,,,
405,0.2,1,0.8,4,1,0.8,5,4,itecav,active,['active'],active,active,idk,active,active,,,,
406,0.0,0,1.0,4,2,0.5,4,2,areh,hear,"['hare', 'rhea', 'hear', 'hera']",hear,hare,hare,hear,,,,,
407,0.0,0,0.5,2,2,0.5,4,2,esnev,seven,['seven'],evens,seven,seven,evens,,,,,
408,0.25,1,0.5,2,2,0.5,4,2,craecn,cancer,['cancer'],accern,cancer,idk,cancer,,,,,
409,0.0,0,1.0,4,4,0.0,4,0,hsto,shot,"['host', 'shot']",host,host,host,host,,,,,
41,0.0,0,1.0,8,0,1.0,8,8,iwhle,while,['while'],while,while,while,while,while,while,while,while,
410,0.0,0,1.0,3,0,1.0,3,3,corve,cover,['cover'],cover,cover,cover,,,,,,
411,0.2,1,0.6,3,4,0.2,5,1,smraet,master,"['martes', 'master', 'stream']",emarts,master,idk,stream,stream,,,,
412,0.0,0,1.0,4,0,1.0,4,4,imss,miss,['miss'],miss,miss,miss,miss,,,,,
413,0.0,0,1.0,3,0,1.0,3,3,aftsf,staff,['staff'],staff,staff,staff,,,,,,
414,0.0,0,1.0,5,0,1.0,5,5,woedrn,wonder,['wonder'],wonder,wonder,wonder,wonder,wonder,,,,
415,0.0,0,1.0,4,0,1.0,4,4,deta,date,['date'],date,date,date,date,,,,,
416,0.0,0,1.0,4,0,1.0,4,4,ycraz,crazy,['crazy'],crazy,crazy,crazy,crazy,,,,,
417,0.5,2,0.5,2,2,0.5,4,2,usrais,russia,['russia'],russia,russia,idk,idk,,,,,
418,0.0,0,1.0,4,0,1.0,4,4,etis,site,['site'],site,site,site,site,,,,,
419,0.25,1,0.75,3,1,0.75,4,3,btlui,built,['built'],idk,built,built,built,,,,,
42,0.0,0,1.0,5,0,1.0,5,5,nserop,person,['person'],person,person,person,person,person,,,,
420,0.0,0,0.75,3,1,0.75,4,3,erctse,secret,"['resect', 'secret']",secret,secret,secret,ecret,,,,,
421,0.0,0,1.0,5,0,1.0,5,5,daln,land,['land'],land,land,land,land,land,,,,
422,0.0,0,1.0,4,0,1.0,4,4,aildy,daily,"['lydia', 'daily']",daily,daily,daily,daily,,,,,
423,0.0,0,0.5,2,2,0.5,4,2,stleat,latest,['latest'],least,latest,latest,stealt,,,,,
424,0.0,0,1.0,4,0,1.0,4,4,seey,eyes,['eyes'],eyes,eyes,eyes,eyes,,,,,
425,0.0,0,1.0,4,0,1.0,4,4,voiec,voice,['voice'],voice,voice,voice,voice,,,,,
426,0.25,1,0.5,2,2,0.5,4,2,sieron,senior,['senior'],nosierj,senior,idk,senior,,,,,
427,0.25,1,0.75,3,1,0.75,4,3,nuje,june,['june'],june,june,june,idk,,,,,
428,0.0,0,1.0,5,0,1.0,5,5,papre,paper,['paper'],paper,paper,paper,paper,paper,,,,
429,0.0,0,0.8,4,1,0.8,5,4,fertof,effort,['effort'],effort,forfet,effort,effort,effort,,,,
43,0.0,0,1.0,5,0,1.0,5,5,nwat,want,['want'],want,want,want,want,want,,,,
430,0.0,0,1.0,5,5,0.0,5,0,aeld,lead,"['dale', 'deal', 'lead', 'leda']",deal,deal,dale,deal,deal,,,,
431,0.0,0,0.75,3,4,0.0,4,0,asptr,parts,"['sprat', 'parts', 'strap']",strap,strap,strap,traps,,,,,
432,0.0,0,1.0,4,0,1.0,4,4,sngpir,spring,['spring'],spring,spring,spring,spring,,,,,
433,0.0,0,1.0,5,0,1.0,5,5,lucb,club,['club'],club,club,club,club,club,,,,
434,0.0,0,1.0,5,2,0.6,5,3,earht,earth,"['heart', 'herat', 'harte', 'earth', 'hater']",earth,heart,earth,earth,heart,,,,
435,0.4,2,0.4,2,3,0.4,5,2,atcpmi,impact,['impact'],idk,pact,idk,impact,impact,,,,
436,0.0,0,1.0,3,0,1.0,3,3,lfim,film,['film'],film,film,film,,,,,,
437,0.2,1,0.4,2,3,0.4,5,2,oewbl,below,"['elbow', 'below']",idk,bowel,below,below,bowel,,,,
438,1.0,4,0.0,0,4,0.0,4,0,faiarc,africa,['africa'],idk,idk,idk,idk,,,,,
439,0.0,0,1.0,4,0,1.0,4,4,edad,dead,"['dead', 'edda']",dead,dead,dead,dead,,,,,
44,0.0,0,1.0,5,0,1.0,5,5,eeyvr,every,"['every', 'veery']",every,every,every,every,every,,,,
440,0.0,0,1.0,4,0,1.0,4,4,etbla,table,"['bleat', 'table']",table,table,table,table,,,,,
441,0.0,0,0.8,4,1,0.8,5,4,audnsy,sunday,['sunday'],sunday,sunday,sunday,sandy,sunday,,,,
442,0.0,0,1.0,3,0,1.0,3,3,stte,test,"['stet', 'test']",test,test,test,,,,,,
443,0.0,0,0.8333333333333334,5,1,0.8333333333333334,6,5,uthtr,truth,['truth'],ruth,truth,truth,truth,truth,truth,,,
444,0.0,0,1.0,4,2,0.5,4,2,dicrte,direct,"['credit', 'direct']",credit,direct,credit,direct,,,,,
445,0.0,0,1.0,5,1,0.8,5,4,weiv,view,"['view', 'wive']",view,view,view,view,wive,,,,
446,0.0,0,1.0,4,0,1.0,4,4,roffe,offer,['offer'],offer,offer,offer,offer,,,,,
447,0.25,1,0.5,2,2,0.5,4,2,anidni,indian,['indian'],indian,india,idk,indian,,,,,
448,0.0,0,1.0,5,0,1.0,5,5,ohld,hold,['hold'],hold,hold,hold,hold,hold,,,,
449,0.0,0,0.75,3,1,0.75,4,3,epsel,sleep,['sleep'],sleep,sleep,sleep,spell,,,,,
45,0.2,1,0.8,4,1,0.8,5,4,uhoeng,enough,['enough'],idk,enough,enough,enough,enough,,,,
450,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,selaiy,easily,['easily'],easily,idk,easily,,,,,,
451,0.25,1,0.25,1,3,0.25,4,1,rtsa,star,['star'],idk,arts,arts,star,,,,,
452,0.0,0,1.0,3,0,1.0,3,3,isvit,visit,"['visit', 'vitis']",visit,visit,visit,,,,,,
453,0.3333333333333333,1,0.3333333333333333,1,2,0.3333333333333333,3,1,hisnif,finish,['finish'],idk,finish,sniffh,,,,,,
454,0.0,0,1.0,3,0,1.0,3,3,uhor,hour,['hour'],hour,hour,hour,,,,,,
455,0.0,0,1.0,3,0,1.0,3,3,eeipc,piece,['piece'],piece,piece,piece,,,,,,
456,0.5,2,0.25,1,3,0.25,4,1,ocseho,choose,['choose'],idk,choose,chose,idk,,,,,
457,0.25,1,0.75,3,1,0.75,4,3,hswi,wish,['wish'],wish,wish,wish,idk,,,,,
458,0.4,2,0.6,3,2,0.6,5,3,ndiai,india,['india'],idk,india,india,india,idk,,,,
459,0.3333333333333333,1,0.0,0,3,0.0,3,0,dcoesl,closed,['closed'],idk,scoled,sloed,,,,,,
46,0.0,0,1.0,4,0,1.0,4,4,elwl,well,['well'],well,well,well,well,,,,,
460,0.0,0,1.0,6,0,1.0,6,6,goen,gone,['gone'],gone,gone,gone,gone,gone,gone,,,
461,0.25,1,0.75,3,1,0.75,4,3,iuldb,build,['build'],build,idk,build,build,,,,,
462,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,gdaeam,damage,"['dagame', 'damage']",idk,idk,damage,,,,,,
463,0.0,0,1.0,3,0,1.0,3,3,dlgo,gold,['gold'],gold,gold,gold,,,,,,
464,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,errvi,river,['river'],river,river,idk,,,,,,
465,0.0,0,1.0,3,0,1.0,3,3,oroctd,doctor,['doctor'],doctor,doctor,doctor,,,,,,
466,0.0,0,1.0,3,0,1.0,3,3,gikn,king,['king'],king,king,king,,,,,,
467,0.5,1,0.0,0,2,0.0,2,0,sepka,speak,['speak'],idk,peaks,,,,,,,
468,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,ctenio,notice,['notice'],idk,notice,idk,,,,,,
469,0.0,0,1.0,3,0,1.0,3,3,luyj,july,['july'],july,july,july,,,,,,
47,0.25,1,0.75,3,3,0.25,4,1,teehr,three,"['ether', 'there', 'three']",idk,there,there,three,,,,,
470,0.25,1,0.5,2,2,0.5,4,2,wietr,write,['write'],idk,write,write,tweir,,,,,
471,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,yhhgli,highly,['highly'],idk,highly,idk,,,,,,
472,0.3333333333333333,1,0.0,0,3,0.0,3,0,ates,east,"['seta', 'east', 'seat']",idk,teas,eats,,,,,,
473,0.25,1,0.75,3,1,0.75,4,3,iegth,eight,['eight'],eight,eight,eight,idk,,,,,
474,0.4,2,0.4,2,3,0.4,5,2,rteinw,winter,"['twiner', 'winter']",winter,idk,winter,writen,idk,,,,
475,0.3333333333333333,1,0.0,0,3,0.0,3,0,sten,sent,"['sent', 'nest']",tens,nets,idk,,,,,,
476,0.0,0,1.0,5,0,1.0,5,5,ufnny,funny,['funny'],funny,funny,funny,funny,funny,,,,
477,0.0,0,1.0,5,0,1.0,5,5,ekronb,broken,['broken'],broken,broken,broken,broken,broken,,,,
478,0.25,1,0.75,3,1,0.75,4,3,bnak,bank,['bank'],idk,bank,bank,bank,,,,,
479,0.3333333333333333,1,0.3333333333333333,1,2,0.3333333333333333,3,1,krcta,track,['track'],idk,track,crakt,,,,,,
48,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,gehnca,change,['change'],idk,change,idk,change,change,change,,,
480,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,eoytrh,theory,['theory'],idk,theory,idk,,,,,,
481,0.25,1,0.5,2,3,0.25,4,1,oerl,role,"['lore', 'role']",lore,idk,role,roel,,,,,
482,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,buaml,album,['album'],album,idk,idk,,,,,,
483,0.5,2,0.5,2,2,0.5,4,2,caedvi,advice,['advice'],advice,idk,advice,idk,,,,,
484,0.0,0,1.0,4,0,1.0,4,4,rkpa,park,['park'],park,park,park,park,,,,,
485,0.0,0,1.0,3,0,1.0,3,3,eacep,peace,['peace'],peace,peace,peace,,,,,,
486,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,iatonn,nation,"['anoint', 'nation']",idk,nation,nation,,,,,,
487,0.0,0,0.75,3,1,0.75,4,3,olco,cool,['cool'],loco,cool,cool,cool,,,,,
488,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,orets,store,['store'],idk,store,idk,,,,,,
489,0.3333333333333333,1,0.0,0,3,0.0,3,0,recmaa,camera,['camera'],idk,creama,creaam,,,,,,
49,0.0,0,0.8571428571428571,6,1,0.8571428571428571,7,6,hcmu,much,"['chum', 'much']",much,muvh,much,much,much,much,much,,
490,0.0,0,1.0,5,0,1.0,5,5,ibll,bill,['bill'],bill,bill,bill,bill,bill,,,,
491,0.0,0,1.0,3,0,1.0,3,3,bwron,brown,['brown'],brown,brown,brown,,,,,,
492,0.3333333333333333,1,0.3333333333333333,1,2,0.3333333333333333,3,1,ycgane,agency,"['cagney', 'agency']",idk,agency,cogane,,,,,,
493,0.0,0,0.75,3,2,0.5,4,2,esva,save,"['save', 'aves', 'vase']",save,save,vase,vaest,,,,,
494,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,omevd,moved,['moved'],idk,moved,idk,,,,,,
495,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,sutsat,status,['status'],idk,status,idk,,,,,,
496,0.5,2,0.5,2,3,0.25,4,1,rtea,rate,"['rate', 'tare', 'tera', 'tear']",rate,idk,tear,idk,,,,,
497,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,hadae,ahead,['ahead'],idk,ahead,idk,,,,,,
498,0.4,2,0.6,3,2,0.6,5,3,eurrdm,murder,['murder'],idk,murder,murder,murder,idk,,,,
499,0.0,0,1.0,3,0,1.0,3,3,fsta,fast,['fast'],fast,fast,fast,,,,,,
5,0.0,0,1.0,4,1,0.75,4,3,hrete,there,"['ether', 'there', 'three']",there,three,there,there,,,,,
50,0.0,0,1.0,6,3,0.5,6,3,eastt,state,"['state', 'taste', 'testa']",state,taste,state,state,taste,taste,,,
500,0.5,2,0.5,2,2,0.5,4,2,oaird,radio,"['radio', 'aroid']",radio,idk,radio,idk,,,,,
501,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,tlgifh,flight,['flight'],flight,flight,idk,,,,,,
502,0.0,0,1.0,3,0,1.0,3,3,eblu,blue,"['bleu', 'blue']",blue,blue,blue,,,,,,
503,0.2,1,0.6,3,2,0.6,5,3,olwla,allow,['allow'],idk,allow,allow,allow,lawlo,,,,
504,0.0,0,1.0,5,0,1.0,5,5,eeffoc,coffee,['coffee'],coffee,coffee,coffee,coffee,coffee,,,,
505,0.0,0,1.0,5,0,1.0,5,5,ezsi,size,['size'],size,size,size,size,size,,,,
506,0.25,1,0.5,2,2,0.5,4,2,cssor,cross,['cross'],cross,idk,cross,cossr,,,,,
507,0.75,3,0.25,1,3,0.25,4,1,lacatu,actual,['actual'],idk,idk,actual,idk,,,,,
508,0.25,1,0.0,0,4,0.0,4,0,setp,step,"['pest', 'step']",pets,pets,pets,idk,,,,,
509,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,levod,loved,['loved'],idk,loved,idk,,,,,,
51,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,aingkm,making,['making'],making,making,idk,making,making,making,,,
510,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,ielmob,mobile,['mobile'],idk,mobile,mobile,,,,,,
511,0.0,0,1.0,5,0,1.0,5,5,lfal,fall,['fall'],fall,fall,fall,fall,fall,,,,
512,0.0,0,0.6666666666666666,2,1,0.6666666666666666,3,2,psdee,speed,['speed'],speed,speed,deeps,,,,,,
513,0.6,3,0.2,1,4,0.2,5,1,nedoep,opened,['opened'],idk,idk,opened,deepon,idk,,,,
514,0.0,0,1.0,5,1,0.8,5,4,telf,felt,"['left', 'felt']",left,felt,felt,felt,felt,,,,
515,0.0,0,1.0,3,0,1.0,3,3,scouf,focus,['focus'],focus,focus,focus,,,,,,
516,0.25,1,0.75,3,1,0.75,4,3,dpacle,placed,['placed'],placed,idk,placed,placed,,,,,
517,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,aidp,paid,['paid'],idk,paid,paid,,,,,,
518,0.4,2,0.6,3,2,0.6,5,3,aexrt,extra,"['taxer', 'extra']",extra,idk,extra,extra,idk,,,,
519,0.0,0,1.0,3,3,0.0,3,0,edsign,signed,"['signed', 'design']",design,design,design,,,,,,
52,0.0,0,1.0,4,0,1.0,4,4,stmo,most,['most'],most,most,most,most,,,,,
520,0.3333333333333333,1,0.6666666666666666,2,2,0.3333333333333333,3,1,gpea,page,"['page', 'gape']",idk,gape,page,,,,,,
521,0.0,0,1.0,3,0,1.0,3,3,kcuqi,quick,['quick'],quick,quick,quick,,,,,,
522,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,itagen,eating,['eating'],idk,eating,idk,,,,,,
523,0.0,0,0.6666666666666666,2,3,0.0,3,0,vteo,vote,"['vote', 'veto']",veto,veto,veot,,,,,,
524,0.2,1,0.8,4,1,0.8,5,4,clnae,clean,"['lance', 'clean']",clean,clean,clean,clean,idk,,,,
525,0.25,1,0.75,3,1,0.75,4,3,eencsr,screen,"['screen', 'censer']",screen,idk,screen,screen,,,,,
